ID,Time A,Time B,Speed
1,2.6693333333333333,2.9362666666666666,123.32067932067937
3,3.7704333333333335,4.070733333333333,109.61838161838178
5,5.271933333333333,5.572233333333333,109.61838161838162
6,6.239566666666667,6.5065,123.32067932067937
12,9.209200000000001,9.509500000000001,109.61838161838162
